,Cell,MSE,Passed,MAPE
1972,ALOVA27L,11.04,0.008021,8.35
891,ALPAZ11L,78.35,0.020198,10.81
3881,ALPAZ17L,154.25,0.010079,10.78
3653,ALPAZ21L,86.43,0.020237,11.24
4146,ALPAZ22L,323.76,0.002018,15.19
3499,ALPAZ23L,132.40,0.010027,12.46
4832,ALPAZ27L,209.95,0.008026,12.97
2240,ALPAZ31L,26.43,0.010081,9.33
1784,ALPAZ32L,319.35,0.010038,15.04
943,ALPAZ33L,127.74,0.020051,17.34
1730,ALPAZ37L,188.59,0.008025,14.07
2078,ALYBE11L,15.51,0.010030,5.43
1055,ALYBE17L,265.25,0.008024,14.61
139,ALYBE27L,20.08,0.010160,7.14
4794,ALYBE37L,39.88,0.010075,9.81
3382,ALYNS12L,299.17,0.010042,14.15
4867,ALYNS13L,160.96,0.010039,12.42
2544,ALYNS17L,250.97,0.002019,13.84
4529,ALYNS21L,35.08,0.007961,8.21
3326,ALYNS22L,89.50,0.010067,10.42
390,ALYNS23L,149.76,0.000000,10.58
2736,ALYNS24L,81.79,0.008049,9.43
4718,ALYNS26L,287.52,0.020206,44.02
1080,ALYNS27L,119.12,0.000000,10.35
1412,ALYNS31L,22.87,0.010036,7.45
3332,ALYNS32L,399.42,0.020074,128.38
3183,ALYNS33L,276.95,0.010069,197.42
5170,ALYNS37L,296.27,0.010098,14.52
4766,ALYUN12L,103.33,0.002013,11.89
3663,ALYUN13L,69.84,0.010035,8.30
4667,ALYUN16L,47.48,0.000000,22.95
3253,ALYUN17L,106.30,0.008020,9.23
832,ALYUN22L,347.59,0.010027,13.50
4981,ALYUN26L,74.46,0.016033,9.30
1704,ALYUN27L,35.52,0.008019,7.02
4574,ALYUN36L,15.48,0.028095,7.05
2492,ALYUN37L,163.56,0.010048,10.67
3916,ANKOY17L,90.60,0.010049,10.11
660,ANKOY22L,39.17,0.000000,8.89
1671,ANKOY27L,107.91,0.002015,9.90
3737,ANKOY32L,39.14,0.008023,9.36
5110,ANKOY33L,34.60,0.010041,6.05
1827,ANKOY37L,44.69,0.002018,8.40
